original_itemID,indexed_itemID
34000002030,198
850251004087,199
11284003151,200
88004042011,201
78000040586,202
714433016476,203
12000027215,204
28400324427,205
11000000013,206
25000052224,207
842595121759,208
49000031171,209
24300781049,210
73100001215,211
850034597256,212
75720008513,213
18200250071,214
38000138430,215
613008748296,216
25000061516,217
76183328507,218
7198,219
12000028625,220
611269003109,221
78000038880,222
34000007677,223
71990300654,224
28400770088,225
44000031930,226
35400000633,227
5258,228
62067380624,229
76940297091,230
858176002331,231
34000531042,232
12000024528,233
91925960166,234
714433016261,235
610764000316,236
28400770590,237
613008756444,238
611269991000,239
714433016445,240
24300865954,241
28400516679,242
786162001511,243
714433016322,244
88004041861,245
16000515284,246
34856050988,247
73390055530,248
34100003234,249
18200258787,250
40000002635,251
28200003614,252
70970475337,253
11000000020,254
87692832317,255
25900227432,256
24300841354,257
804879110811,258
31700049952,259
714433016407,260
611269003123,261
3306,262
52000707793,263
635985132196,264
684746355107,265
38000281426,266
12000172526,267
12000130274,268
42100009101,269
609249903419,270
71990480455,271
87692751342,272
28200318527,273
719410760014,274
635985801993,275
40000002239,276
52000013580,277
810113830247,278
883990881206,279
1113,280
883990661846,281
89,282
613008756437,283
49000067934,284
71990300784,285
714433016421,286
28000515751,287
90600000760,288
29000330153,289
90600000777,290
889392010190,291
28200009548,292
72030025056,293
11000001737,294
40000422082,295
87692831341,296
81,297
41364087306,298
819979011029,299
857496006166,300
12000813313,301
12000286209,302
75767002352,303
52000047912,304
858176002843,305
24300041013,306
52000041538,307
684746800416,308
40000574576,309
12000001345,310
28400768252,311
635985802150,312
70310307014,313
71700140013,314
49000079364,315
72554159725,316
70847898375,317
602652176517,318
810687014852,319
28400769136,320
34000214624,321
610764863652,322
41116005954,323
722252161093,324
17082889638,325
366715970916,326
41433009543,327
3081,328
144,329
75720431151,330
722252160195,331
134,332
815154025454,333
611269002522,334
70847012474,335
611269002263,336
44000032197,337
52000707779,338
894700010045,339
87692172314,340
10700703651,341
855022005171,342
635985129981,343
22000008985,344
34100003555,345
62110956516,346
40000595335,347
70847003229,348
62110954734,349
34000003303,350
815154021906,351
611269321210,352
52000135152,353
29000022157,354
860,355
47995855086,356
12000811319,357
44000069919,358
611269002614,359
49000067927,360
74488444410,361
26200464640,362
842595106596,363
28200003232,364
855022005294,365
70137000181,366
62110955588,367
75720000043,368
66,369
78000083408,370
18200530470,371
29000021112,372
24300865404,373
26200171302,374
714433015851,375
889392010015,376
52000054996,377
70847031918,378
90600000111,379
17082883919,380
608707687526,381
635985010371,382
11000002888,383
657227000339,384
78908222374,385
888109010522,386
24300865664,387
12300197410,388
51000138033,389
70847812715,390
34100008208,391
87692011682,392
11000002932,393
49000079357,394
78000082401,395
76183323564,396
78000013528,397
610764863775,398
714433016193,399
78000052404,400
85000007457,401
754527012281,402
86,403
714433016339,404
611269133448,405
819913011429,406
613008721770,407
87692012825,408
28200009630,409
613008727000,410
28400259897,411
786162150004,412
855022005188,413
41419781937,414
17082879844,415
14113910132,416
75720334117,417
12000191435,418
889392000597,419
71990301033,420
482990113128,421
635985132158,422
24300865718,423
611269002065,424
811620020633,425
16000439894,426
5292,427
12000384196,428
24300806704,429
24300781087,430
635985245834,431
70085060121,432
28200003577,433
12000161995,434
819913011740,435
24300865107,436
26200231877,437
151,438
34000412013,439
70847027324,440
923,441
611269002126,442
18200864186,443
11000000044,444
861,445
610764863812,446
613008756475,447
11000002833,448
889392010176,449
786162070005,450
75767002185,451
76183003107,452
34100007805,453
818094005791,454
87692752318,455
635985100331,456
90500000938,457
307660746706,458
52000047042,459
13000006408,460
71990480080,461
28400768207,462
49000558739,463
22000019233,464
840245600418,465
70847033080,466
98000100431,467
73390000110,468
34000116416,469
635985802143,470
28400064088,471
840245600425,472
28400705684,473
633622300557,474
7173,475
852480007822,476
857496006173,477
609249902412,478
16571953829,479
849205022222,480
28200004017,481
71990300692,482
889392000863,483
70847811268,484
90600000326,485
611269001921,486
91428267014,487
52300005407,488
25900226930,489
49000060423,490
28200004239,491
31700049495,492
28400705721,493
24300865909,494
34000002207,495
719410200015,496
76183003282,497
786162338006,498
78000005868,499
99900908363,500
86400000888,501
22000006677,502
12000046445,503
850009942432,504
90500000389,505
18200000638,506
91925960111,507
918084,508
28400152242,509
722252101204,510
722252601414,511
34000473632,512
40000578048,513
810028295988,514
635985800828,515
611269001280,516
21000002320,517
70310000113,518
44000006785,519
77817107307,520
49000077858,521
14100049630,522
76183323649,523
70847020905,524
49000079319,525
482990113470,526
85264311000,527
850027410005,528
28400742351,529
49000040869,530
17082889669,531
28400596688,532
12300000949,533
889392010145,534
24300841996,535
16000442825,536
28400084048,537
757528048075,538
815154020077,539
86753,540
609249923042,541
635985010128,542
12000151095,543
70662404027,544
28400742443,545
78000053401,546
851133006823,547
26100005738,548
12000043000,549
12000004520,550
754527011055,551
842595109368,552
87692018100,553
7562,554
24300841972,555
29000074361,556
70847898320,557
28200007919,558
44000080419,559
34000004409,560
83900005771,561
23100015279,562
49000079401,563
482990113098,564
40901007012,565
24300867613,566
88004040888,567
28400769181,568
609249907028,569
16000172616,570
38000310317,571
714433016483,572
62067049507,573
40000006039,574
34100000073,575
41116005275,576
41780272096,577
28400516310,578
611269546026,579
482990113708,580
90600000173,581
684746385104,582
12000140006,583
26100005769,584
28200004772,585
12000110467,586
89924600244,587
818094005890,588
28000276393,589
850015661310,590
786162004857,591
30100125211,592
889392000313,593
78800110885,594
855022005300,595
29000012578,596
62067049422,597
24300781162,598
34000005246,599
18200089893,600
635985802136,601
606905192019,602
28200003034,603
555,604
635985801986,605
610764826176,606
78000019339,607
73100000362,608
611269182460,609
876,610
34000008438,611
12000001802,612
853759000124,613
26200117003,614
888109010102,615
40000004325,616
714433015882,617
28200004789,618
611269101713,619
72554218606,620
855022005386,621
784259075346,622
41419420065,623
62067049538,624
855022005348,625
70847890805,626
18200250040,627
12300000932,628
714433015974,629
29000019997,630
719410730017,631
31700049556,632
28400325042,633
12000042836,634
754527011710,635
40901007074,636
40000441489,637
810146580836,638
28400324212,639
28200003645,640
613008756505,641
842595134957,642
482990113432,643
70847029014,644
889392021394,645
16000180932,646
840530132228,647
24300865916,648
18200530302,649
855022005249,650
26100005776,651
52000044034,652
52000043143,653
28200004659,654
49000000450,655
40000004318,656
850027410258,657
38000359217,658
12000140709,659
611269163452,660
47995855055,661
852480007112,662
12000161155,663
49000028201,664
10700807274,665
815154023269,666
85264272226,667
49000023923,668
18000134120,669
613008756499,670
34000430956,671
609249900043,672
28000772123,673
889392003628,674
41262287259,675
34100008710,676
840045201297,677
815154026772,678
12000170751,679
889392000917,680
44000002107,681
784762071026,682
22000008916,683
73390026349,684
714433016117,685
78000152456,686
49000079395,687
19000085047,688
78800115057,689
635985260899,690
893919001103,691
49000023190,692
34000004805,693
40000583547,694
79200060695,695
18200089817,696
657227000247,697
714433016124,698
858176002317,699
642860900245,700
30100125150,701
30100211488,702
883990661006,703
611269003048,704
83783375503,705
609249904010,706
635985258759,707
850016944306,708
41789007071,709
12546011440,710
89924532491,711
611269001648,712
816012010216,713
850000429116,714
52000042320,715
761706130032,716
73100003196,717
52000047493,718
70330618534,719
72554218903,720
71990300302,721
52000042740,722
613008751180,723
613008751302,724
28400769075,725
34000003204,726
889392000900,727
83900005757,728
78000152401,729
79083000061,730
52000104110,731
12000002335,732
840170618083,733
305730701129,734
83791150055,735
70847891857,736
786162411884,737
714433016186,738
611269235685,739
5257,740
714433015950,741
41262287556,742
8021,743
99900001477,744
49000026566,745
40000000310,746
34100303440,747
25000119996,748
17082600035,749
28400200608,750
842595121766,751
12000171758,752
18200860317,753
70330647763,754
25000061530,755
611269546019,756
609249923035,757
849205032108,758
819721012045,759
78000082463,760
784762071071,761
784762071057,762
34100003760,763
635985802525,764
42100005431,765
28200007841,766
613008751241,767
40000004356,768
22100000742,769
42238377554,770
784762071088,771
20400000356,772
28200007346,773
70330600065,774
20400000349,775
28400769266,776
850009942296,777
611269716467,778
25600001325,779
18200005732,780
714433016315,781
41271025620,782
87692020370,783
714433015981,784
28200005656,785
49000079371,786
28400005753,787
11284003168,788
11284003069,789
889392001341,790
786162080004,791
34000214617,792
4913,793
52000135169,794
41780190130,795
70330622401,796
761706150191,797
51721056333,798
28200009531,799
12000161230,800
51721056340,801
889392001327,802
19000083449,803
75767002260,804
714433016414,805
26100005783,806
11000004066,807
810085812180,808
38000590993,809
610764028495,810
719410720018,811
44000006778,812
78800330467,813
70662026021,814
38000317316,815
75767450108,816
70847898405,817
22000015969,818
786162002969,819
34000002405,820
78000206463,821
28200009647,822
48500206034,823
40000000327,824
70462035964,825
819721010638,826
90500000716,827
34100573409,828
849806001169,829
761706190302,830
635985548904,831
71007031694,832
49000047547,833
18200008337,834
71990170462,835
840045200870,836
28400240185,837
34100000165,838
842595134964,839
850027410128,840
888109010041,841
71990480196,842
635985802075,843
71700050411,844
21000055166,845
34500151368,846
300450449153,847
70137100188,848
714433016032,849
849806000957,850
89924278986,851
25900205355,852
44500000368,853
883315090269,854
24300837340,855
85264043703,856
28200009524,857
746025602422,858
78000037678,859
49000050103,860
75767600381,861
694411002526,862
855022005232,863
44000006792,864
41419714751,865
38000311314,866
22224200691,867
26200461724,868
810028297739,869
12000110443,870
28400026864,871
44000036584,872
40000004011,873
72250020381,874
11000000006,875
52000135145,876
34000002399,877
49000050110,878
26200471594,879
28000065812,880
810128528191,881
12000171741,882
70847024026,883
73100000607,884
12000018800,885
78000206401,886
79200060688,887
754527010706,888
16000160101,889
28400331791,890
28200004246,891
70330639232,892
73100004575,893
25900207489,894
872181000540,895
49000005226,896
46100353530,897
88004049966,898
714433016384,899
70330651234,900
25900235475,901
25000052002,902
25000058028,903
90500000594,904
68274934711,905
70847896180,906
74460000078,907
635985803096,908
635985802082,909
888109253134,910
70330668911,911
87692016144,912
714433015875,913
12000504051,914
62067033629,915
12000180323,916
12300200592,917
90600000104,918
12300000017,919
11000004073,920
12000504082,921
810028298941,922
889392001396,923
784762071118,924
842595129595,925
41780271877,926
76171527318,927
719410700010,928
41780003003,929
635985802013,930
87692015161,931
22000294869,932
70847898436,933
28400516914,934
83900005979,935
77170260220,936
52000104103,937
17082879820,938
80798422109,939
49000019162,940
842595131291,941
714433016308,942
26200463780,943
25900237684,944
888109010096,945
96404000067,946
609249906021,947
12300000031,948
888861302064,949
609249907011,950
482990113135,951
26100005721,952
26100007800,953
49000554175,954
31700049969,955
31700049709,956
78800115033,957
80660957159,958
42100011227,959
16000368309,960
22100001701,961
72250007658,962
49000557695,963
12000028496,964
7201,965
181526000016,966
76840485116,967
34100575090,968
850042638088,969
183,970
858176002546,971
49000079388,972
30223048275,973
51721056326,974
12000161162,975
73100002632,976
85264341007,977
70847812609,978
52000042313,979
22000008381,980
70847029427,981
70847021520,982
70310014837,983
24100191345,984
77170122696,985
119,986
840170600781,987
482990113159,988
22000159335,989
22000159342,990
41789001215,991
24300841989,992
609249906014,993
925,994
482990113487,995
16000126060,996
7564,997
26200117300,998
34000228089,999
2021,1000
24300781063,1001
16571953843,1002
28400201285,1003
90600000142,1004
556,1005
90500000518,1006
49578313211,1007
888109254971,1008
851015004367,1009
49000079333,1010
797884348181,1011
44000080884,1012
28400770699,1013
84114112484,1014
49000558753,1015
786162200433,1016
77975093917,1017
49000553611,1018
42100026481,1019
24100000258,1020
24300837968,1021
810085819097,1022
557,1023
52000328677,1024
7071,1025
842595111095,1026
855022005393,1027
18200239861,1028
18200970092,1029
840170601054,1030
12000809965,1031
840045201112,1032
28400000246,1033
41335081395,1034
810116123506,1035
38000138720,1036
635985800996,1037
876063002806,1038
855022005287,1039
28400516686,1040
76840100156,1041
12000183386,1042
15900060009,1043
761706080283,1044
52000135138,1045
12000009105,1046
820,1047
68274000065,1048
74329123382,1049
78000082166,1050
1241,1051
7288,1052
611269002539,1053
803,1054
7291,1055
73100000393,1056
76840100811,1057
7290,1058
70271003949,1059
842595133608,1060
28400516464,1061
34000470563,1062
609249901019,1063
54000200427,1064
70137105251,1065
73100000553,1066
7035,1067
852,1068
7074,1069
7090,1070
883426006166,1071
2022,1072
71700140419,1073
24300837852,1074
810113831381,1075
22000295644,1076
70960951568,1077
7557,1078
29000078628,1079
7080,1080
26200001296,1081
71330005614,1082
765171855544,1083
87692010753,1084
25900228859,1085
22000301253,1086
307660746805,1087
811620021425,1088
7289,1089
21000000227,1090
22000301284,1091
380,1092
853004004952,1093
635985800064,1094
78000026061,1095
52000135084,1096
714433016223,1097
609249903013,1098
935,1099
714433016087,1100
785,1101
26200140391,1102
85264316401,1103
802,1104
49000005240,1105
78000024395,1106
12300000239,1107
714433016292,1108
609249900425,1109
78800114500,1110
26200123455,1111
7304,1112
34000006533,1113
28400314015,1114
17082883896,1115
7433,1116
44000002114,1117
70330617667,1118
26100006575,1119
44700078594,1120
12300200608,1121
87692852315,1122
73390000165,1123
71610302792,1124
28400323857,1125
16000141551,1126
49000053432,1127
610764017819,1128
25900207427,1129
8157,1130
852480007860,1131
28400589291,1132
70970475368,1133
810117130268,1134
91752001056,1135
12000286179,1136
611269133455,1137
28400766982,1138
49200043509,1139
8158,1140
70662030028,1141
25155057051,1142
754527012076,1143
68213034519,1144
40000004059,1145
609249914026,1146
41388220611,1147
609249900036,1148
7171,1149
602652170560,1150
41570094754,1151
888109300029,1152
714433015615,1153
5298,1154
762446400003,1155
27200001859,1156
31700049716,1157
28400147408,1158
609249904027,1159
28400589864,1160
52000135282,1161
51000134592,1162
47995855093,1163
810607023117,1164
38100496218,1165
853759000278,1166
22110079806,1167
22100001572,1168
888109050047,1169
714433016353,1170
611269331240,1171
28400589321,1172
28400767217,1173
16571953867,1174
41419420089,1175
72250051071,1176
70462035988,1177
635985800262,1178
850042638002,1179
754527010218,1180
87076214593,1181
482990113722,1182
222,1183
613008752224,1184
41262287273,1185
41419420119,1186
5242,1187
71990300173,1188
22000017888,1189
70847000037,1190
855022005324,1191
850027880327,1192
810687014937,1193
40000424314,1194
815154020008,1195
49000068696,1196
41420016233,1197
49000026276,1198
714433015684,1199
689725000214,1200
25900207472,1201
12000003189,1202
888109253790,1203
52300004356,1204
643843717898,1205
34000002214,1206
77817107000,1207
79694222128,1208
41780190031,1209
71421579840,1210
72250903561,1211
855022005225,1212
79118958053,1213
76183323724,1214
888109254018,1215
811620021951,1216
80660956152,1217
87076215026,1218
75767200086,1219
842595131277,1220
813993005347,1221
42100011258,1222
72554111563,1223
70137111221,1224
786162010001,1225
27800053357,1226
17082883889,1227
815368021426,1228
77975022313,1229
16000214897,1230
40000584933,1231
852480007884,1232
22000005144,1233
849205023519,1234
80660956053,1235
635985802709,1236
12000101908,1237
70137111214,1238
16000204294,1239
22000292940,1240
714433016254,1241
70662030011,1242
784762071149,1243
765171855513,1244
71990300050,1245
997,1246
73390055035,1247
22000005120,1248
28400259613,1249
73390055202,1250
52000051575,1251
52000051537,1252
42100008869,1253
840045200757,1254
73100007699,1255
797884346187,1256
90500000730,1257
87692004905,1258
815154020183,1259
714433016377,1260
41780271761,1261
82592194152,1262
28400329453,1263
73100000881,1264
16571952839,1265
34000000098,1266
28400021869,1267
28200330628,1268
896887002202,1269
44700024584,1270
12000286193,1271
17082884008,1272
818094005814,1273
714433014892,1274
719410786007,1275
24300044311,1276
7286,1277
855712008000,1278
7069,1279
73100001482,1280
78800114555,1281
719410739003,1282
78800113961,1283
312546623682,1284
48500205990,1285
12000028458,1286
7287,1287
72999803535,1288
62067051500,1289
75767002017,1290
34000003129,1291
70847896159,1292
644480031101,1293
611269002140,1294
70662404034,1295
22224200707,1296
25900247140,1297
893919001301,1298
840170600637,1299
41780271709,1300
634418523488,1301
62067051531,1302
558,1303
49000037197,1304
28400768917,1305
10700702302,1306
47995855253,1307
40901038108,1308
5259,1309
38000845246,1310
25900235499,1311
300672039248,1312
71948901025,1313
74329123399,1314
41271025637,1315
482990113449,1316
43695097030,1317
41433009567,1318
855022005263,1319
26200140605,1320
44000028282,1321
77170510004,1322
28400259552,1323
31700055489,1324
77817168513,1325
366715971234,1326
714433015776,1327
41433009550,1328
71990100711,1329
71610301863,1330
38000183690,1331
815154020091,1332
37466000060,1333
784259071003,1334
12546676113,1335
35400000749,1336
611269001303,1337
34000252183,1338
888109050061,1339
28400034227,1340
44000060107,1341
24100315345,1342
78000054408,1343
70662030035,1344
28200002648,1345
22000006653,1346
12000202384,1347
29000027923,1348
29000074491,1349
44000006808,1350
850027410876,1351
77900513749,1352
12000001574,1353
889392021431,1354
842595129601,1355
28400769709,1356
16000214941,1357
635985067443,1358
850027880174,1359
52000241211,1360
810028293298,1361
28200003768,1362
7340,1363
34100012823,1364
851133006762,1365
28400751445,1366
714433016094,1367
642524109182,1368
22000004840,1369
19000083425,1370
26200115900,1371
78800330573,1372
70847022909,1373
28200008879,1374
17082000392,1375
52000042344,1376
31700051009,1377
16000196131,1378
840170600699,1379
44000075361,1380
75767002024,1381
71921823795,1382
24300807114,1383
611269001945,1384
49000018011,1385
40000580225,1386
888109253646,1387
28400200684,1388
611269623727,1389
18200612183,1390
52000050608,1391
762446440009,1392
24300041204,1393
16000107106,1394
38000000126,1395
29000022096,1396
855022005379,1397
28000231750,1398
797884345180,1399
71007142468,1400
840170618052,1401
11000002857,1402
3311,1403
70330000025,1404
8070,1405
90500000556,1406
7216,1407
7470,1408
12000016721,1409
28400325073,1410
28400327282,1411
49000557718,1412
88004044886,1413
74570016006,1414
613008768355,1415
366715970633,1416
853,1417
75767405542,1418
842595106619,1419
810687014913,1420
28400327305,1421
40000607830,1422
811374035587,1423
25900227449,1424
12000286186,1425
7161,1426
634418523501,1427
70137105299,1428
77900513336,1429
82592660152,1430
34000002993,1431
811620020398,1432
28400768054,1433
810030513827,1434
78000035308,1435
613008767372,1436
7034,1437
52000102413,1438
9800000524,1439
77900118593,1440
133,1441
842595134971,1442
26200140100,1443
28400331203,1444
71537060355,1445
635985100621,1446
71439457123,1447
31700049730,1448
28400759014,1449
840170618021,1450
44000003067,1451
18200250101,1452
22000017871,1453
76064003042,1454
610764863638,1455
27800073560,1456
840170618267,1457
786162411860,1458
17082010155,1459
810113830681,1460
70462098525,1461
26200140506,1462
83783375558,1463
757528050016,1464
44000029500,1465
889392001204,1466
26832100602,1467
38000138577,1468
28400768269,1469
70847891994,1470
28400767125,1471
18200110306,1472
73100003141,1473
180,1474
241,1475
30223035374,1476
26200391908,1477
12300000079,1478
75767020639,1479
41780190260,1480
811620020404,1481
34000480128,1482
366715972330,1483
850027410159,1484
28200317728,1485
76940297015,1486
876063002011,1487
28200004857,1488
608707621230,1489
11000002826,1490
31700058497,1491
22000008992,1492
876063002028,1493
815154025973,1494
811620021968,1495
16000504622,1496
77741508331,1497
840048202963,1498
70330658721,1499
79694221121,1500
790928428474,1501
41420080234,1502
28400183826,1503
90500000549,1504
18000510689,1505
42238302211,1506
9800000739,1507
26200144771,1508
888849000005,1509
47995855222,1510
26100006568,1511
71610499072,1512
41419714737,1513
49000028904,1514
17869807022,1515
72554110931,1516
44500201819,1517
28200310323,1518
73100008825,1519
27200008599,1520
850040427271,1521
28200009654,1522
643843717157,1523
855022005218,1524
613008719302,1525
72250008204,1526
858176002065,1527
757528008680,1528
28400769297,1529
79200049058,1530
41900075156,1531
850027410029,1532
76940297022,1533
28400000031,1534
888109010010,1535
16000512580,1536
761706120248,1537
52000135176,1538
813694026658,1539
819721010614,1540
613008735302,1541
608707129569,1542
28200304322,1543
71611904919,1544
644018117291,1545
22000135377,1546
858176002300,1547
70847819509,1548
73100001703,1549
52000241235,1550
90500000396,1551
34000002467,1552
850009187017,1553
29000078802,1554
76840400218,1555
74570036004,1556
90600000128,1557
761706161067,1558
28400259422,1559
819913012594,1560
611269002461,1561
28200009623,1562
28200003683,1563
90500000921,1564
12000071751,1565
858099003491,1566
38000138638,1567
842595121650,1568
11000004929,1569
52000010282,1570
818094005784,1571
609249907417,1572
888109010164,1573
9800001002,1574
312547493833,1575
1232,1576
70472110002,1577
28400516853,1578
76940297008,1579
47677474208,1580
77741500335,1581
71611005470,1582
37466000053,1583
76940297053,1584
73100008900,1585
784259071102,1586
46100007006,1587
38000356216,1588
70074676081,1589
52000324860,1590
78000005547,1591
70847811213,1592
788434115681,1593
28400751360,1594
49000053425,1595
22000014696,1596
49000079340,1597
22000285942,1598
79200235444,1599
25000058011,1600
82000795223,1601
10700859662,1602
28000895044,1603
5300,1604
44000082086,1605
888109150044,1606
17082600738,1607
3309,1608
611269623734,1609
16000141544,1610
28200008152,1611
27200347285,1612
87076414429,1613
853004004037,1614
28200009494,1615
83900005764,1616
28400769273,1617
644018116881,1618
34000249909,1619
76183003145,1620
633622300502,1621
8421373758,1622
602652170300,1623
30000578285,1624
72250007252,1625
70847013242,1626
28200001672,1627
70472110101,1628
77741362117,1629
16000323926,1630
12000286216,1631
28400324205,1632
70472291138,1633
72350000115,1634
117,1635
786162002976,1636
28400199636,1637
12000142079,1638
28400325059,1639
14100085485,1640
49578313204,1641
920,1642
719410720049,1643
76183002148,1644
888109050023,1645
28200004222,1646
51000138019,1647
71610500211,1648
24100114238,1649
613008756512,1650
611269002447,1651
7519,1652
49000079326,1653
8421440276,1654
70847812517,1655
16571957438,1656
888109010027,1657
28200174673,1658
28400763127,1659
132,1660
14100099970,1661
851015004268,1662
719410775001,1663
3310,1664
482990113715,1665
76940297039,1666
41570099186,1667
83783375572,1668
70310017562,1669
22100112193,1670
754527009052,1671
87692831020,1672
18200967153,1673
849806004948,1674
87692018742,1675
684746400074,1676
77170632850,1677
90600000265,1678
888109060015,1679
90600000746,1680
40901812517,1681
52000043280,1682
22000004888,1683
28200003775,1684
17082015167,1685
72250007245,1686
83783375626,1687
895216001046,1688
90500000624,1689
47995855246,1690
136,1691
72030000183,1692
72945611900,1693
89924051336,1694
34000245222,1695
727274732702,1696
51721056319,1697
24100103454,1698
90600000159,1699
24100123209,1700
27200008513,1701
34000953424,1702
635985802051,1703
26200238920,1704
11000004080,1705
48500206164,1706
850008852046,1707
22000021908,1708
50000235001,1709
73390010829,1710
18200533082,1711
71537060300,1712
643843717041,1713
12000034015,1714
851,1715
71990301040,1716
71025615548,1717
75767200857,1718
72554811296,1719
727766043767,1720
888109010058,1721
90600000753,1722
7560,1723
90600000913,1724
613008763749,1725
9800007615,1726
62067049620,1727
28400331548,1728
16000137042,1729
35400000619,1730
16000166196,1731
28200007438,1732
78908631442,1733
819913015199,1734
73100001376,1735
26832100619,1736
71153002036,1737
18200112188,1738
842595131253,1739
609249903426,1740
654806000100,1741
91925960173,1742
26832100701,1743
28400043809,1744
87692005407,1745
18200203206,1746
16000513792,1747
24100204113,1748
786162411341,1749
28200003690,1750
28400713009,1751
810117130183,1752
34100003579,1753
840262400138,1754
29000075382,1755
18200250002,1756
24100577309,1757
70847896678,1758
87076644604,1759
46100019023,1760
44000037444,1761
613008763831,1762
90600000395,1763
29000022119,1764
28400705769,1765
28400372190,1766
38000138416,1767
18200261299,1768
41262286689,1769
22000006684,1770
714433015967,1771
72890000835,1772
87692018124,1773
714433015844,1774
44100147043,1775
784259071140,1776
73100004858,1777
72890000163,1778
736920114397,1779
366715970039,1780
851015004220,1781
784762071019,1782
73100004803,1783
22000021977,1784
312546628724,1785
42100008739,1786
818094005777,1787
889392021455,1788
18200003349,1789
26200001906,1790
22000006660,1791
25900228866,1792
609249914019,1793
49000533873,1794
610764017840,1795
70847028147,1796
654806000063,1797
850040427264,1798
714433016247,1799
5244,1800
613008720858,1801
76183643563,1802
24300041068,1803
76183003114,1804
761706163115,1805
49000009774,1806
720495902350,1807
829274513753,1808
68274735295,1809
12000031878,1810
47995855239,1811
889392000320,1812
788434104821,1813
28400199148,1814
819,1815
84173968084,1816
810687014838,1817
88004040901,1818
29000025813,1819
22000299550,1820
38252410513,1821
18200110474,1822
17082876300,1823
47995855215,1824
24100000234,1825
883990101205,1826
27800063011,1827
7145,1828
34000214600,1829
30000569368,1830
52000328660,1831
71153660465,1832
73570130002,1833
73100001680,1834
27200008629,1835
28200310026,1836
7285,1837
14200000692,1838
786150000144,1839
138,1840
850,1841
613008715120,1842
71990095116,1843
38000138607,1844
849205031224,1845
22000017895,1846
43695097023,1847
49000555677,1848
788434108089,1849
714433016438,1850
34000229024,1851
978,1852
79927064044,1853
34000001354,1854
559,1855
79694223125,1856
888849000012,1857
888109253608,1858
24300841941,1859
16000200821,1860
16571952822,1861
24300016011,1862
784259072109,1863
714433016063,1864
850016944726,1865
366715974730,1866
73390008185,1867
41757019358,1868
12546011075,1869
44500201826,1870
87692300502,1871
12000126352,1872
635985800804,1873
41262287327,1874
76171220554,1875
754527011727,1876
73390014049,1877
810116121557,1878
888849009954,1879
38000357213,1880
786162411167,1881
16000264793,1882
85,1883
25155057044,1884
843,1885
24300841323,1886
38000504716,1887
34000002412,1888
714433015400,1889
17082883926,1890
41262287372,1891
792554780025,1892
38900719241,1893
312547493802,1894
24300841880,1895
24300041303,1896
52000047943,1897
70310357019,1898
34000005222,1899
16000507043,1900
17082015204,1901
70847811176,1902
73100002649,1903
810128520065,1904
189132000024,1905
312546628694,1906
40000587927,1907
849205019468,1908
815154026116,1909
